sivigila_code,department,municipality,zika_confirmed_laboratory,zika_confirmed_clinic,zika_suspected,zika_total
05842,ANTIOQUIA,URAMITA,1,0,0,1
05847,ANTIOQUIA,URRAO,0,0,0,0
05854,ANTIOQUIA,VALDIVIA,0,0,0,0
05856,ANTIOQUIA,VALPARAISO,5,0,0,5
05858,ANTIOQUIA,VEGACHI,0,0,1,1
05861,ANTIOQUIA,VENECIA,0,0,1,1
05873,ANTIOQUIA,VIGIA DEL FUERTE,0,0,0,0
05885,ANTIOQUIA,YALI,0,0,0,0
05887,ANTIOQUIA,YARUMAL,1,0,0,1
05890,ANTIOQUIA,YOLOMBO,0,0,0,0
05893,ANTIOQUIA,YONDO,0,0,3,3
05895,ANTIOQUIA,ZARAGOZA,0,0,20,20
09001,BARRANQUILLA,BARRANQUILLA,50,3208,0,3258
08000,ATLANTICO,* ATLANTICO. MUNICIPIO DESCONOCIDO,5,0,7,12
08078,ATLANTICO,BARANOA,1,20,0,21
08137,ATLANTICO,CAMPO DE LA CRUZ,0,0,6,6
08141,ATLANTICO,CANDELARIA,0,0,6,6
08296,ATLANTICO,GALAPA,0,0,41,41
08372,ATLANTICO,JUAN DE ACOSTA,0,0,11,11
08421,ATLANTICO,LURUACO,0,0,15,15
08433,ATLANTICO,MALAMBO,2,123,0,125
08436,ATLANTICO,MANATI,0,0,2,2
08520,ATLANTICO,PALMAR DE VARELA,0,0,19,19
08549,ATLANTICO,PIOJO,0,0,0,0
08558,ATLANTICO,POLONUEVO,0,0,11,11
08560,ATLANTICO,PONEDERA,0,0,4,4
08573,ATLANTICO,PUERTO COLOMBIA,3,165,0,168
08606,ATLANTICO,REPELON,1,12,0,13
08634,ATLANTICO,SABANAGRANDE,0,0,36,36
08638,ATLANTICO,SABANALARGA,0,0,60,60
08675,ATLANTICO,SANTA LUCIA,0,0,3,3
08685,ATLANTICO,SANTO TOMAS,1,23,0,24
08758,ATLANTICO,SOLEDAD,3,943,0,946
08770,ATLANTICO,SUAN,0,0,1,1
08832,ATLANTICO,TUBARA,2,45,0,47
08849,ATLANTICO,USIACURI,1,18,0,19
11001,DESCONOCIDO,DESCONOCIDO,0,0,60,60
14001,CARTAGENA,CARTAGENA,61,802,0,863
13000,BOLIVAR,* BOLIVAR. MUNICIPIO DESCONOCIDO,2,0,2,4
13006,BOLIVAR,ACHI,0,0,8,8
13030,BOLIVAR,ALTOS DEL ROSARIO,0,0,0,0
13042,BOLIVAR,ARENAL,0,0,36,36
13052,BOLIVAR,ARJONA,3,15,0,18
13062,BOLIVAR,ARROYOHONDO,0,0,0,0
13074,BOLIVAR,BARRANCO DE LOBA,0,0,6,6
13140,BOLIVAR,CALAMAR,0,0,1,1
13160,BOLIVAR,CANTAGALLO,0,0,3,3
13188,BOLIVAR,CICUCO,0,0,2,2
13212,BOLIVAR,CORDOBA,1,19,0,20
13222,BOLIVAR,CLEMENCIA,0,0,0,0
13244,BOLIVAR,EL CARMEN DE BOLIVAR,1,14,0,15
13248,BOLIVAR,EL GUAMO,0,0,2,2
13268,BOLIVAR,EL PEÑON,0,0,5,5
13300,BOLIVAR,HATILLO DE LOBA,0,0,0,0
13430,BOLIVAR,MAGANGUE,2,43,0,45
13433,BOLIVAR,MAHATES,0,0,34,34
13440,BOLIVAR,MARGARITA,0,0,0,0
13442,BOLIVAR,MARIA LA BAJA,2,1,0,3
13458,BOLIVAR,MONTECRISTO,0,0,20,20
13468,BOLIVAR,MOMPOS,0,0,37,37
13490,BOLIVAR,NOROSI,0,0,3,3
13473,BOLIVAR,MORALES,0,0,6,6
13549,BOLIVAR,PINILLOS,0,0,4,4
13580,BOLIVAR,REGIDOR,0,0,0,0
13600,BOLIVAR,RIO VIEJO,1,2,0,3
13620,BOLIVAR,SAN CRISTOBAL,0,0,1,1
13647,BOLIVAR,SAN ESTANISLAO,0,0,2,2
13650,BOLIVAR,SAN FERNANDO,0,0,1,1
13654,BOLIVAR,SAN JACINTO,3,22,0,25
13655,BOLIVAR,SAN JACINTO DEL CAUCA,0,0,1,1
13657,BOLIVAR,SAN JUAN NEPOMUCENO,2,47,0,49
13667,BOLIVAR,SAN MARTIN DE LOBA,0,0,1,1
13670,BOLIVAR,SAN PABLO,0,0,0,0
13673,BOLIVAR,SANTA CATALINA,0,0,1,1
13683,BOLIVAR,SANTA ROSA,3,1,0,4
13688,BOLIVAR,SANTA ROSA DEL SUR,13,18,0,31
13744,BOLIVAR,SIMITI,0,0,0,0
13760,BOLIVAR,SOPLAVIENTO,0,0,2,2
13780,BOLIVAR,TALAIGUA NUEVO,0,0,2,2
13810,BOLIVAR,TIQUISIO,0,0,0,0
13836,BOLIVAR,TURBACO,57,230,0,287
13838,BOLIVAR,TURBANA,0,0,8,8
13873,BOLIVAR,VILLANUEVA,0,0,12,12
13894,BOLIVAR,ZAMBRANO,0,0,0,0
15000,BOYACA,* BOYACA. MUNICIPIO DESCONOCIDO,0,0,0,0
15001,BOYACA,TUNJA,0,0,3,3
15022,BOYACA,ALMEIDA,0,0,0,0
15047,BOYACA,AQUITANIA,0,0,0,0
15051,BOYACA,ARCABUCO,0,0,0,0
15087,BOYACA,BELEN,0,0,0,0
15090,BOYACA,BERBEO,0,0,0,0
15092,BOYACA,BETEITIVA,0,0,1,1
15097,BOYACA,BOAVITA,0,0,0,0
15104,BOYACA,BOYACA,0,0,0,0
15106,BOYACA,BRICEÑO,0,0,0,0
15109,BOYACA,BUENAVISTA,0,0,0,0
15114,BOYACA,BUSBANZA,0,0,0,0
15131,BOYACA,CALDAS,0,0,0,0
15135,BOYACA,CAMPOHERMOSO,1,1,0,2
15162,BOYACA,CERINZA,0,0,0,0
15172,BOYACA,CHINAVITA,0,0,0,0
15176,BOYACA,CHIQUINQUIRA,0,0,1,1
15180,BOYACA,CHISCAS,0,0,0,0
15183,BOYACA,CHITA,0,0,0,0
15185,BOYACA,CHITARAQUE,2,1,0,3
15187,BOYACA,CHIVATA,0,0,0,0
15189,BOYACA,CIENEGA,0,0,0,0
15204,BOYACA,COMBITA,0,0,0,0
15212,BOYACA,COPER,0,0,0,0
15215,BOYACA,CORRALES,0,0,0,0
15218,BOYACA,COVARACHIA,0,0,0,0
15223,BOYACA,CUBARA,0,0,2,2
15224,BOYACA,CUCAITA,0,0,0,0
15226,BOYACA,CUITIVA,0,0,0,0
15232,BOYACA,CHIQUIZA,0,0,0,0
15236,BOYACA,CHIVOR,0,0,0,0
15238,BOYACA,DUITAMA,0,0,1,1
15244,BOYACA,EL COCUY,0,0,0,0
15248,BOYACA,EL ESPINO,0,0,0,0
15272,BOYACA,FIRAVITOBA,0,0,0,0
15276,BOYACA,FLORESTA,0,0,0,0
15293,BOYACA,GACHANTIVA,0,0,0,0
15296,BOYACA,GAMEZA,0,0,0,0
15299,BOYACA,GARAGOA,0,0,1,1
15317,BOYACA,GUACAMAYAS,0,0,0,0
15322,BOYACA,GUATEQUE,0,0,0,0
15325,BOYACA,GUAYATA,0,0,0,0
15332,BOYACA,GUICAN,0,0,0,0
15362,BOYACA,IZA,0,0,0,0
15367,BOYACA,JENESANO,0,0,0,0
15368,BOYACA,JERICO,0,0,0,0
15377,BOYACA,LABRANZAGRANDE,0,0,0,0
15380,BOYACA,LA CAPILLA,0,0,0,0
15401,BOYACA,LA VICTORIA,0,0,0,0
15403,BOYACA,LA UVITA,0,0,0,0
15407,BOYACA,VILLA DE LEYVA,0,0,0,0
15425,BOYACA,MACANAL,0,0,0,0
15442,BOYACA,MARIPI,0,0,0,0
15455,BOYACA,MIRAFLORES,0,0,0,0
15464,BOYACA,MONGUA,0,0,0,0
15466,BOYACA,MONGUI,0,0,0,0
15469,BOYACA,MONIQUIRA,0,0,5,5
15476,BOYACA,MOTAVITA,0,0,0,0
15480,BOYACA,MUZO,5,39,0,44
15491,BOYACA,NOBSA,0,0,0,0
15494,BOYACA,NUEVO COLON,0,0,0,0
15500,BOYACA,OICATA,0,0,0,0
15507,BOYACA,OTANCHE,1,0,0,1
15511,BOYACA,PACHAVITA,0,0,0,0
15514,BOYACA,PAEZ,0,0,1,1
15516,BOYACA,PAIPA,0,0,0,0
15518,BOYACA,PAJARITO,1,4,0,5
15522,BOYACA,PANQUEBA,0,0,0,0
15531,BOYACA,PAUNA,0,0,1,1
15533,BOYACA,PAYA,0,0,0,0
